Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
224	Spectrogram 1	6	56337.015411266	56399.072625848	66.1	603.5	62.057	156.2	125.0	0.3139	15:38:57.015	su
225	Spectrogram 1	6	56480.174733986	56550.167133384	88.1	374.4	69.992	164.1	105.5	0.3194	15:41:20.175	c
226	Spectrogram 1	6	56825.660472871	56880.799834024	48.5	215.9	55.139	160.2	89.8	0.6905	15:47:05.660	c
227	Spectrogram 1	6	57160.281562547	57221.117979465	48.5	603.5	60.836	160.2	97.7	0.3688	15:52:40.282	su
228	Spectrogram 1	6	57291.193645443	57332.904232293	70.5	189.4	41.711	160.2	97.7	0.7586	15:54:51.194	c
229	Spectrogram 1	6	58145.099938018	58194.135310852	0.0	211.5	49.035	0.0	0.0	0.0185	16:09:05.100	c
231	Spectrogram 1	6	58650.022301809	58716.555774491	0.0	453.7	66.533	0.0	0.0	0.0086	16:17:30.022	su
232	Spectrogram 1	6	58809.865859269	58898.984088734	149.8	361.2	89.118	171.9	171.9	0.5849	16:20:09.866	c
233	Spectrogram 1	6	59317.840217219	59371.962246986	17.6	405.3	54.122	164.1	113.3	0.4082	16:28:37.840	c
234	Spectrogram 1	6	59596.589017144	59643.589727204	35.2	202.6	47.001	82.0	82.0	0.7561	16:33:16.589	c
235	Spectrogram 1	6	59666.784882818	59734.335686888	8.8	330.4	67.551	160.2	27.3	0.4691	16:34:26.785	c
236	Spectrogram 1	6	59500.802100538	59570.591033658	0.0	533.0	69.789	0.0	0.0	0.0074	16:31:40.802	su
237	Spectrogram 1	6	60365.733138659	60427.383420686	0.0	515.4	61.650	0.0	0.0	0.0076	16:46:05.733	su
238	Spectrogram 1	6	60515.891251319	60599.312425019	0.0	374.4	83.421	164.1	0.0	0.4211	16:48:35.891	c
239	Spectrogram 1	6	60449.357778636	60534.203216277	118.9	215.9	84.845	168.0	152.3	0.5833	16:47:29.358	c
240	Spectrogram 1	6	61026.103738320	61087.347087792	0.0	484.6	61.243	0.0	0.0	0.0403	16:57:06.104	su
241	Spectrogram 1	6	61708.448695931	61768.267781462	4.4	471.4	59.819	7.8	19.5	0.3559	17:08:28.449	su
242	Spectrogram 1	6	61402.638881123	61440.280142427	57.3	295.2	37.641	168.0	132.8	0.5167	17:03:22.639	sd
243	Spectrogram 1	6	62008.887451017	62037.983128674	0.0	493.4	29.096	156.2	0.0	0.0079	17:13:28.887	c
244	Spectrogram 1	6	62100.040343255	62140.733598719	0.0	414.1	40.693	0.0	0.0	0.0094	17:15:00.040	c
245	Spectrogram 1	6	62348.391731349	62408.414283158	0.0	444.9	60.023	0.0	0.0	0.0088	17:19:08.392	su
246	Spectrogram 1	6	62983.735978900	63046.200126036	0.0	475.8	62.464	175.8	0.0	0.0083	17:29:43.736	su
247	Spectrogram 1	6	62889.124159947	62937.345667671	0.0	467.0	48.222	164.1	0.0	0.0084	17:28:09.124	sd
248	Spectrogram 1	6	63994.598037867	64066.421633760	105.7	207.0	71.824	148.4	144.5	0.7200	17:46:34.598	c
249	Spectrogram 1	6	63867.730239072	63937.315705914	0.0	330.4	69.585	39.1	0.0	0.0238	17:44:27.730	sd
250	Spectrogram 1	6	64176.998980594	64236.641971364	0.0	330.4	59.643	168.0	0.0	0.1071	17:49:36.999	c
251	Spectrogram 1	6	64470.221257724	64528.209146760	0.0	422.9	57.988	3.9	0.0	0.0093	17:54:30.221	sd
252	Spectrogram 1	6	64985.723867935	65039.845897702	52.9	180.6	54.122	164.1	109.4	0.8438	18:03:05.724	c
253	Spectrogram 1	6	65184.632950641	65250.352558214	44.1	440.5	65.720	144.5	140.6	0.4300	18:06:24.633	su
254	Spectrogram 1	6	65447.511380934	65499.191815373	79.3	215.9	51.680	160.2	105.5	0.6176	18:10:47.511	c
255	Spectrogram 1	6	67114.797243783	67148.979578372	39.6	312.8	34.182	121.1	121.1	0.5362	18:38:34.797	c
256	Spectrogram 1	6	69466.950596081	69520.665693293	35.2	334.8	53.715	156.2	117.2	0.5200	19:17:46.951	c
257	Spectrogram 1	6	70352.884360776	70389.711756971	44.1	202.6	36.827	171.9	148.4	0.8718	19:32:32.884	c
258	Spectrogram 1	6	70722.440917225	70780.428806261	66.1	242.3	57.988	164.1	121.1	0.6444	19:38:42.441	c
259	Spectrogram 1	6	72940.489789186	72995.222217784	66.1	207.0	54.732	156.2	113.3	0.7222	20:15:40.490	c
260	Spectrogram 1	6	73371.103940216	73439.999500000	0.0	281.9	68.896	0.0	0.0	0.3611	20:22:51.104	c
261	Spectrogram 1	6	73626.610456231	73664.658650089	0.0	237.9	38.048	0.0	0.0	0.4167	20:27:06.610	c
262	Spectrogram 1	6	73931.412152977	73959.693965524	0.0	215.9	28.282	0.0	0.0	0.5455	20:32:11.412	sd
263	Spectrogram 1	6	75370.693255463	75443.534182743	22.0	211.5	72.841	148.4	109.4	0.7083	20:56:10.693	sd
264	Spectrogram 1	6	75907.966757347	75951.915473248	57.3	378.9	43.949	238.3	136.7	0.5679	21:05:07.967	c
265	Spectrogram 1	6	76318.805237942	76344.848921439	0.0	233.5	26.044	0.0	0.0	0.5254	21:11:58.805	c
266	Spectrogram 1	6	76553.153761238	76579.807843566	0.0	224.7	26.654	0.0	0.0	0.4561	21:15:53.154	c
267	Spectrogram 1	6	76815.061014883	76872.845437641	0.0	453.7	57.784	0.0	0.0	0.2672	21:20:15.061	c
268	Spectrogram 1	6	77129.619879616	77161.971017709	0.0	224.7	32.351	0.0	0.0	0.2807	21:25:29.620	c
269	Spectrogram 1	6	77365.559824793	77400.149091937	0.0	559.5	34.589	0.0	0.0	0.2098	21:29:25.560	c
270	Spectrogram 1	6	77427.617039375	77478.890541258	17.6	237.9	51.274	148.4	113.3	0.6727	21:30:27.617	c
271	Spectrogram 1	6	78138.854208365	78179.140531274	0.0	207.0	40.286	0.0	0.0	0.0189	21:42:18.854	c
272	Spectrogram 1	6	77954.920693670	78017.384840806	0.0	563.9	62.464	0.0	0.0	0.2361	21:39:14.921	sd
273	Spectrogram 1	6	78230.210566880	78247.708666729	0.0	572.7	17.498	11.7	0.0	0.2192	21:43:50.211	c
274	Spectrogram 1	6	78269.276092125	78291.250450075	0.0	590.3	21.974	0.0	0.0	0.1987	21:44:29.276	c
275	Spectrogram 1	6	78647.845897702	78687.318355501	0.0	568.3	39.472	0.0	0.0	0.3034	21:50:47.846	sd
276	Spectrogram 1	6	78465.133180671	78509.692295403	17.6	555.1	44.559	183.6	117.2	0.3723	21:47:45.133	c
277	Spectrogram 1	6	78710.716977393	78744.695845705	8.8	400.9	33.979	171.9	113.3	0.4444	21:51:50.717	c
278	Spectrogram 1	6	78932.414283158	78992.029902411	0.0	555.1	59.616	0.0	0.0	0.2113	21:55:32.414	sd
279	Spectrogram 1	6	79236.596367747	79258.570725697	0.0	590.3	21.974	0.0	0.0	0.0066	22:00:36.596	sd
280	Spectrogram 1	6	78751.736228900	78799.550804069	22.0	334.8	47.815	93.8	109.4	0.5316	21:52:31.736	su
281	Spectrogram 1	6	79268.459636775	79285.754270347	0.0	572.7	17.295	160.2	0.0	0.2671	22:01:08.460	c
282	Spectrogram 1	6	79476.198705916	79540.494049548	0.0	894.3	64.295	0.0	0.0	0.0044	22:04:36.199	sd
283	Spectrogram 1	6	79975.830946496	80047.451076112	0.0	669.6	71.620	0.0	0.0	0.0058	22:12:55.831	sd
284	Spectrogram 1	6	79737.978868312	79768.905742464	0.0	229.1	30.927	0.0	0.0	0.0172	22:08:57.979	c
285	Spectrogram 1	6	79832.590687265	79877.149801997	0.0	281.9	44.559	0.0	0.0	0.0139	22:10:32.591	sd
286	Spectrogram 1	6	80199.766381311	80251.650282027	0.0	237.9	51.884	15.6	0.0	0.0167	22:16:39.766	sd
287	Spectrogram 1	6	80550.135310852	80629.487159005	0.0	652.0	79.352	0.0	0.0	0.0060	22:22:30.135	sd
288	Spectrogram 1	6	81079.066695365	81154.756150528	0.0	682.8	75.689	164.1	0.0	0.0345	22:31:19.067	sd
289	Spectrogram 1	6	81704.156692540	81753.598997928	70.5	198.2	49.442	160.2	132.8	0.8065	22:41:44.157	sd
290	Spectrogram 1	6	81782.491209307	81854.925204032	0.0	559.0	72.434	171.9	0.0	0.0070	22:43:02.491	sd
291	Spectrogram 1	6	82456.290583271	82534.014701206	44.4	675.6	77.724	152.3	121.1	0.2313	22:54:16.291	c
292	Spectrogram 1	6	82630.987178975	82668.221507724	0.0	275.1	37.234	156.2	0.0	0.5000	22:57:10.987	c
293	Spectrogram 1	6	82931.303404295	82971.793193482	0.0	240.0	40.490	0.0	0.0	0.0164	23:02:11.303	c
294	Spectrogram 1	6	83026.118689525	83098.349217973	0.0	595.6	72.231	0.0	0.0	0.0066	23:03:46.119	c
295	Spectrogram 1	6	83152.593777506	83244.560534853	0.0	572.1	91.967	0.0	0.0	0.0068	23:05:52.594	c
296	Spectrogram 1	6	83774.916183308	83821.103028259	0.0	545.9	46.187	160.2	0.0	0.0144	23:16:14.916	c
297	Spectrogram 1	6	83906.558864732	83928.736688960	0.0	515.6	22.178	0.0	0.0	0.0076	23:18:26.559	c
298	Spectrogram 1	6	83964.343287491	84001.170683685	0.0	222.2	36.827	160.2	0.0	0.2500	23:19:24.343	c
299	Spectrogram 1	6	84094.561704974	84121.826186134	26.7	475.6	27.264	74.2	50.8	0.2982	23:21:34.562	c
300	Spectrogram 1	6	84202.724827995	84233.448235870	0.0	414.8	30.723	0.0	0.0	0.0094	23:23:22.725	sd
301	Spectrogram 1	6	84409.039633195	84441.187305011	0.0	395.6	32.148	0.0	0.0	0.0099	23:26:49.040	sd
302	Spectrogram 1	6	84480.659762811	84516.062895064	0.0	320.0	35.403	0.0	0.0	0.0123	23:28:00.660	c
303	Spectrogram 1	6	84269.665233233	84308.730758478	0.0	379.9	39.066	66.4	0.0	0.1340	23:24:29.665	c
304	Spectrogram 1	6	84657.391021289	84717.617039375	4.4	441.0	60.226	78.1	39.1	0.3818	23:30:57.391	sd
305	Spectrogram 1	6	84832.372019781	84885.883650716	0.0	275.6	53.512	0.0	0.0	0.0143	23:33:52.372	c
306	Spectrogram 1	6	84783.133180671	84799.410482856	0.0	471.6	16.277	0.0	0.0	0.0083	23:33:03.133	c
307	Spectrogram 1	6	85424.377950264	85488.876760173	0.0	502.2	64.499	0.0	0.0	0.0078	23:43:44.378	sd
308	Spectrogram 1	6	85123.451326112	85169.027772231	87.3	231.4	45.576	160.2	132.8	0.5556	23:38:43.451	c
309	Spectrogram 1	6	85615.148381876	85672.525872080	0.0	305.7	57.377	3.9	0.0	0.0128	23:46:55.148	c
310	Spectrogram 1	6	85920.958196684	85984.643141485	0.0	591.1	63.685	43.0	0.0	0.0066	23:52:00.958	sd
311	Spectrogram 1	6	86325.937775057	86385.553394310	0.0	671.1	59.616	0.0	0.0	0.0058	23:58:45.938	sd
312	Spectrogram 1	6	86113.495190026	86165.175624465	0.0	345.0	51.680	0.0	0.0	0.0114	23:55:13.495	c
