Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
53	Spectrogram 1	6	39279.811234928	39331.695135644	0.000	515.400	51.8839	121.094	70.312	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	579.8110	su
54	Waveform 1	6	39340.647651846	39380.730508478	101.300	211.500	40.0829			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	640.6475	c
54	Spectrogram 1	6	39340.647651846	39380.730508478	101.300	211.500	40.0829	175.781	167.969	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	640.6475	c
55	Waveform 1	6	39384.250785227	39426.836416918	0.000	348.000	42.5856			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	684.2510	c
55	Spectrogram 1	6	39384.250785227	39426.836416918	0.000	348.000	42.5856	62.500	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	684.2510	c
56	Waveform 1	6	39689.104448380	39747.906202524	0.000	365.600	58.8018			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	89.1045	su
56	Spectrogram 1	6	39689.104448380	39747.906202524	0.000	365.600	58.8018	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	89.1045	su
57	Waveform 1	6	39531.418083459	39576.587597023	0.000	383.300	45.1695			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	831.4180	c
57	Spectrogram 1	6	39531.418083459	39576.587597023	0.000	383.300	45.1695	62.500	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_104500.aif	831.4180	c
58	Waveform 1	6	39846.192939341	39899.297637721	8.800	361.200	53.1047			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	246.1930	c
58	Spectrogram 1	6	39846.192939341	39899.297637721	8.800	361.200	53.1047	58.594	54.688	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	246.1930	c
59	Waveform 1	6	39958.616329314	40004.803174265	0.000	480.200	46.1868			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	358.6165	su
59	Spectrogram 1	6	39958.616329314	40004.803174265	0.000	480.200	46.1868	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	358.6165	su
60	Waveform 1	6	40270.490065876	40330.512617685	35.200	273.100	60.0226			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	670.4900	sd
60	Spectrogram 1	6	40270.490065876	40330.512617685	35.200	273.100	60.0226	136.719	78.125	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	670.4900	sd
61	Waveform 1	6	40058.885137466	40098.967994098	52.900	185.000	40.0829			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	458.8850	c
61	Spectrogram 1	6	40058.885137466	40098.967994098	52.900	185.000	40.0829	93.750	89.844	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	458.8850	c
62	Waveform 1	6	40089.405079064	40139.661249561	0.000	370.000	50.2562			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	489.4050	c
62	Spectrogram 1	6	40089.405079064	40139.661249561	0.000	370.000	50.2562	50.781	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	489.4050	c
63	Waveform 1	6	40433.425684062	40468.218417483	0.000	229.100	34.7927			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	833.4255	c
63	Spectrogram 1	6	40433.425684062	40468.218417483	0.000	229.100	34.7927	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	833.4255	c
64	Waveform 1	6	40484.699185946	40541.262811040	0.000	365.600	56.5636			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	884.6990	c
64	Spectrogram 1	6	40484.699185946	40541.262811040	0.000	365.600	56.5636	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_110000.aif	884.6990	c
65	Waveform 1	6	40663.139111153	40705.460096835	0.000	268.700	42.3210			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	163.1390	c
65	Spectrogram 1	6	40663.139111153	40705.460096835	0.000	268.700	42.3210	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	163.1390	c
66	Waveform 1	6	40827.604971489	40866.670496733	13.200	304.000	39.0655			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	327.6050	c
66	Spectrogram 1	6	40827.604971489	40866.670496733	13.200	304.000	39.0655	62.500	58.594	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	327.6050	c
67	Waveform 1	6	40735.027815309	40779.993862596	132.200	193.800	44.9660			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	235.0280	c
67	Spectrogram 1	6	40735.027815309	40779.993862596	132.200	193.800	44.9660	179.688	164.062	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	235.0280	c
68	Waveform 1	6	40594.025685128	40632.887744096	0.000	414.100	38.8621			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	94.0255	sd
68	Spectrogram 1	6	40594.025685128	40632.887744096	0.000	414.100	38.8621	121.094	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	94.0255	sd
69	Waveform 1	6	40887.074545968	40948.724827995	4.400	255.500	61.6503			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	387.0745	sd
69	Spectrogram 1	6	40887.074545968	40948.724827995	4.400	255.500	61.6503	15.625	35.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	387.0745	sd
70	Waveform 1	6	40970.699185946	41028.076676149	0.000	339.200	57.3775			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	470.6990	sd
70	Spectrogram 1	6	40970.699185946	41028.076676149	0.000	339.200	57.3775	121.094	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	470.6990	sd
71	Waveform 1	6	41108.242389412	41158.091627355	35.200	281.900	49.8492			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	608.2425	c
71	Spectrogram 1	6	41108.242389412	41158.091627355	35.200	281.900	49.8492	54.688	54.688	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	608.2425	c
72	Waveform 1	6	41210.992859457	41251.482648644	114.500	185.000	40.4898			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	710.9930	c
72	Spectrogram 1	6	41210.992859457	41251.482648644	114.500	185.000	40.4898	171.875	160.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	710.9930	c
73	Waveform 1	6	41256.772771854	41316.795323662	30.800	427.300	60.0226			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	756.7730	sd
73	Spectrogram 1	6	41256.772771854	41316.795323662	30.800	427.300	60.0226	117.188	109.375	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	756.7730	sd
74	Waveform 1	6	41392.810774868	41463.820505652	0.000	211.500	71.0097			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	892.8110	c
74	Spectrogram 1	6	41392.810774868	41463.820505652	0.000	211.500	71.0097	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_111500.aif	892.8110	c
75	Waveform 1	6	41695.772061794	41742.162373022	0.000	264.300	46.3903			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	295.7720	c
75	Spectrogram 1	6	41695.772061794	41742.162373022	0.000	264.300	46.3903	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	295.7720	c
76	Waveform 1	6	41894.070745667	41950.227438206	0.000	189.400	56.1567			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	494.0705	c
76	Spectrogram 1	6	41894.070745667	41950.227438206	0.000	189.400	56.1567	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	494.0705	c
77	Waveform 1	6	42130.295093632	42172.819545592	0.000	207.000	42.5245			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	730.2950	c
77	Spectrogram 1	6	42130.295093632	42172.819545592	0.000	207.000	42.5245	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	730.2950	c
78	Waveform 1	6	42208.019211567	42265.193235494	0.000	237.900	57.1740			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	808.0190	c
78	Spectrogram 1	6	42208.019211567	42265.193235494	0.000	237.900	57.1740	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	808.0190	c
79	Waveform 1	6	41994.176154107	42062.744289563	0.000	242.300	68.5681			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	594.1760	c
79	Spectrogram 1	6	41994.176154107	42062.744289563	0.000	242.300	68.5681	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_113000.aif	594.1760	c
80	Waveform 1	6	42611.818835531	42654.953686323	0.000	229.100	43.1349			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	311.8190	c
80	Spectrogram 1	6	42611.818835531	42654.953686323	0.000	229.100	43.1349	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	311.8190	c
81	Waveform 1	6	42775.121319706	42832.702276187	4.400	220.300	57.5810			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	475.1215	c
81	Spectrogram 1	6	42775.121319706	42832.702276187	4.400	220.300	57.5810	7.812	27.344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_114500.aif	475.1215	c
82	Waveform 1	6	43319.923073851	43369.161912962	0.000	242.300	49.2388			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	119.9230	c
82	Spectrogram 1	6	43319.923073851	43369.161912962	0.000	242.300	49.2388	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	119.9230	c
83	Waveform 1	6	43937.769221552	43978.055544461	0.000	356.800	40.2863			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	737.7690	c
83	Spectrogram 1	6	43937.769221552	43978.055544461	0.000	356.800	40.2863	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_120000.aif	737.7690	c
84	Waveform 1	6	44169.924243971	44215.297223813	0.000	207.000	45.3730			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	69.9240	c
84	Spectrogram 1	6	44169.924243971	44215.297223813	0.000	207.000	45.3730	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	69.9240	c
85	Waveform 1	6	44224.656672570	44263.518731537	79.300	215.900	38.8621			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	124.6565	c
85	Spectrogram 1	6	44224.656672570	44263.518731537	79.300	215.900	38.8621	171.875	128.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	124.6565	c
86	Waveform 1	6	44588.780372457	44652.872249812	0.000	264.300	64.0919			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	488.7805	sd
86	Spectrogram 1	6	44588.780372457	44652.872249812	0.000	264.300	64.0919	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	488.7805	sd
87	Waveform 1	6	44477.901893053	44523.478339172	0.000	233.500	45.5764			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	377.9020	c
87	Spectrogram 1	6	44477.901893053	44523.478339172	0.000	233.500	45.5764	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	377.9020	c
88	Waveform 1	6	44792.572645818	44848.932804635	110.100	207.000	56.3602			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	692.5725	c
88	Spectrogram 1	6	44792.572645818	44848.932804635	110.100	207.000	56.3602	175.781	144.531	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	692.5725	c
89	Waveform 1	6	44908.141491334	44971.419503580	44.100	246.700	63.2780			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	808.1415	sd
89	Spectrogram 1	6	44908.141491334	44971.419503580	44.100	246.700	63.2780	128.906	93.750	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_121500.aif	808.1415	sd
90	Waveform 1	6	45173.868449510	45294.646481726	0.000	229.100	120.7780			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	173.8685	c
90	Spectrogram 1	6	45173.868449510	45294.646481726	0.000	229.100	120.7780	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	173.8685	c
91	Waveform 1	6	45629.551974190	45688.964127167	0.000	246.700	59.4122			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	629.5520	sd
91	Spectrogram 1	6	45629.551974190	45688.964127167	0.000	246.700	59.4122	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	629.5520	sd
92	Waveform 1	6	45701.701566127	45729.983378674	0.000	211.500	28.2818			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	701.7015	c
92	Spectrogram 1	6	45701.701566127	45729.983378674	0.000	211.500	28.2818	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_123000.aif	701.7015	c
93	Waveform 1	6	45902.261090804	45975.712416916	0.000	207.000	73.4513			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	2.2610	sd
93	Spectrogram 1	6	45902.261090804	45975.712416916	0.000	207.000	73.4513	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	2.2610	sd
94	Waveform 1	6	46599.924243971	46633.089247174	0.000	237.900	33.1650			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	699.9240	c
94	Spectrogram 1	6	46599.924243971	46633.089247174	0.000	237.900	33.1650	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	699.9240	c
95	Waveform 1	6	46934.341867370	46974.628190279	0.000	559.500	40.2863			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	134.3420	c
95	Spectrogram 1	6	46934.341867370	46974.628190279	0.000	559.500	40.2863	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	134.3420	c
96	Waveform 1	6	46771.568845516	46842.578576300	0.000	215.900	71.0097			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	871.5690	sd
96	Spectrogram 1	6	46771.568845516	46842.578576300	0.000	215.900	71.0097	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_124500.aif	871.5690	sd
97	Waveform 1	6	46989.888161078	47022.035832894	39.600	233.500	32.1477			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	189.8880	c
97	Spectrogram 1	6	46989.888161078	47022.035832894	39.600	233.500	32.1477	78.125	70.312	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	189.8880	c
98	Waveform 1	6	47039.737399020	47062.322155803	13.200	189.400	22.5848			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	239.7375	c
98	Spectrogram 1	6	47039.737399020	47062.322155803	13.200	189.400	22.5848	74.219	35.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	239.7375	c
99	Waveform 1	6	47148.433466088	47253.499519970	0.000	273.100	105.0661			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	348.4335	c
99	Spectrogram 1	6	47148.433466088	47253.499519970	0.000	273.100	105.0661	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	348.4335	c
100	Waveform 1	6	47435.601838169	47467.139111153	0.000	374.400	31.5373			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	635.6020	c
100	Spectrogram 1	6	47435.601838169	47467.139111153	0.000	374.400	31.5373	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	635.6020	c
101	Waveform 1	6	47643.056504521	47665.030862472	0.000	255.500	21.9744			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	843.0565	c
101	Spectrogram 1	6	47643.056504521	47665.030862472	0.000	255.500	21.9744	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_130000.aif	843.0565	c
102	Waveform 1	6	47898.203216277	47928.316225320	0.000	123.300	30.1130			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	198.2030	c
102	Spectrogram 1	6	47898.203216277	47928.316225320	0.000	123.300	30.1130	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	198.2030	c
