Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
53	Spectrogram 1	6	10710.072563911	10788.241846371	0.000	233.500	78.1693	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_024500.aif	810.0725	SD
54	Waveform 1	6	11093.951240726	11182.572126411	0.000	176.200	88.6209			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	293.9510	C
54	Spectrogram 1	6	11093.951240726	11182.572126411	0.000	176.200	88.6209	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	293.9510	C
55	Waveform 1	6	10947.628795565	11064.120623185	0.000	220.300	116.4918			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	147.6290	C
55	Spectrogram 1	6	10947.628795565	11064.120623185	0.000	220.300	116.4918	11.719	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	147.6290	C
56	Waveform 1	6	11659.537818311	11717.999500000	0.000	193.800	58.4617			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	859.5380	SD
56	Spectrogram 1	6	11659.537818311	11717.999500000	0.000	193.800	58.4617	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	859.5380	SD
57	Waveform 1	6	11445.715435650	11499.715385650	0.000	431.700	54.0000			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	645.7155	SU
57	Spectrogram 1	6	11445.715435650	11499.715385650	0.000	431.700	54.0000	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_030000.aif	645.7155	SU
58	Waveform 1	6	12059.201246976	12116.902806452	0.000	449.300	57.7016			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	359.2010	SU
58	Spectrogram 1	6	12059.201246976	12116.902806452	0.000	449.300	57.7016	7.812	7.812	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	359.2010	SU
59	Waveform 1	6	12207.048334274	12289.136967944	0.000	198.200	82.0886			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	507.0485	SD
59	Spectrogram 1	6	12207.048334274	12289.136967944	0.000	198.200	82.0886	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	507.0485	SD
60	Waveform 1	6	12454.620685685	12532.354484677	0.000	193.800	77.7338			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	754.6205	C
60	Spectrogram 1	6	12454.620685685	12532.354484677	0.000	193.800	77.7338	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_031500.aif	754.6205	C
61	Waveform 1	6	23867.918563489	23906.984088734	132.200	207.000	39.0655			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_063000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_063000.aif	467.9185	C
61	Spectrogram 1	6	23867.918563489	23906.984088734	132.200	207.000	39.0655	179.688	148.438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_063000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_063000.aif	467.9185	C
62	Waveform 1	6	24396.443015448	24447.716517332	0.000	475.800	51.2735			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	96.4430	SU
62	Spectrogram 1	6	24396.443015448	24447.716517332	0.000	475.800	51.2735	144.531	42.969	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	96.4430	SU
63	Waveform 1	6	24910.724827995	24977.054834401	0.000	193.800	66.3300			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	610.7250	C
63	Spectrogram 1	6	24910.724827995	24977.054834401	0.000	193.800	66.3300	54.688	11.719	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_064500.aif	610.7250	C
64	Waveform 1	6	25910.803174265	25961.466277317	0.000	202.600	50.6631			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_070000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_070000.aif	710.8030	SU
64	Spectrogram 1	6	25910.803174265	25961.466277317	0.000	202.600	50.6631	82.031	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_070000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_070000.aif	710.8030	SU
65	Waveform 1	6	26335.356358515	26391.716517332	0.000	660.800	56.3602			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	235.3565	SU
65	Spectrogram 1	6	26335.356358515	26391.716517332	0.000	660.800	56.3602	152.344	35.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	235.3565	SU
66	Waveform 1	6	26611.256630558	26693.863939148	0.000	193.800	82.6073			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	511.2565	C
66	Spectrogram 1	6	26611.256630558	26693.863939148	0.000	193.800	82.6073	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_071500.aif	511.2565	C
67	Waveform 1	6	27084.641721364	27149.547463828	0.000	656.400	64.9057			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	84.6415	SU
67	Spectrogram 1	6	27084.641721364	27149.547463828	0.000	656.400	64.9057	121.094	27.344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	84.6415	SU
68	Waveform 1	6	27486.406682555	27563.927334213	0.000	207.000	77.5207			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	486.4065	C
68	Spectrogram 1	6	27486.406682555	27563.927334213	0.000	207.000	77.5207	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	486.4065	C
69	Waveform 1	6	27869.859678787	27927.440635268	83.700	202.600	57.5810			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	869.8595	C
69	Spectrogram 1	6	27869.859678787	27927.440635268	83.700	202.600	57.5810	97.656	117.188	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_073000.aif	869.8595	C
70	Waveform 1	6	28211.195155614	28321.677344197	0.000	207.000	110.4822			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	311.1950	SU
70	Spectrogram 1	6	28211.195155614	28321.677344197	0.000	207.000	110.4822	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	311.1950	SU
71	Waveform 1	6	28587.607768651	28662.279892427	0.000	365.600	74.6721			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	687.6080	SU
71	Spectrogram 1	6	28587.607768651	28662.279892427	0.000	365.600	74.6721	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	687.6080	SU
72	Waveform 1	6	28727.104698380	28821.919983610	0.000	207.000	94.8153			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	827.1045	SU
72	Spectrogram 1	6	28727.104698380	28821.919983610	0.000	207.000	94.8153	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_074500.aif	827.1045	SU
73	Waveform 1	6	28864.240969292	28904.730758478	0.000	409.700	40.4898			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	64.2410	SU
73	Spectrogram 1	6	28864.240969292	28904.730758478	0.000	409.700	40.4898	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	64.2410	SU
74	Waveform 1	6	28958.852788244	29034.745709683	30.800	215.900	75.8929			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	158.8530	C
74	Spectrogram 1	6	28958.852788244	29034.745709683	30.800	215.900	75.8929	175.781	50.781	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	158.8530	C
75	Waveform 1	6	29063.434454785	29104.331176526	0.000	193.800	40.8967			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	263.4345	SU
75	Spectrogram 1	6	29063.434454785	29104.331176526	0.000	193.800	40.8967	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	263.4345	SU
76	Waveform 1	6	29229.178534288	29312.803174265	0.000	193.800	83.6246			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	429.1785	SU
76	Spectrogram 1	6	29229.178534288	29312.803174265	0.000	193.800	83.6246	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	429.1785	SU
77	Waveform 1	6	29548.056515885	29574.303665659	0.000	185.000	26.2471			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	748.0565	C
77	Spectrogram 1	6	29548.056515885	29574.303665659	0.000	185.000	26.2471	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	748.0565	C
78	Waveform 1	6	29387.928555636	29443.881781899	0.000	506.600	55.9532			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	587.9285	SU
78	Spectrogram 1	6	29387.928555636	29443.881781899	0.000	506.600	55.9532	132.812	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	587.9285	SU
79	Waveform 1	6	29605.840938643	29667.694686948	0.000	215.900	61.8537			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	805.8410	C
79	Spectrogram 1	6	29605.840938643	29667.694686948	0.000	215.900	61.8537	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	805.8410	C
80	Waveform 1	6	29680.996199699	29709.684944800	0.000	180.600	28.6887			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	880.9960	S
80	Spectrogram 1	6	29680.996199699	29709.684944800	0.000	180.600	28.6887	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_080000.aif	880.9960	S
81	Waveform 1	6	29731.048903919	29773.980288433	0.000	484.600	42.9314			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	31.0490	S
81	Spectrogram 1	6	29731.048903919	29773.980288433	0.000	484.600	42.9314	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	31.0490	S
82	Waveform 1	6	29886.008770723	29947.252120196	0.000	198.200	61.2433			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	186.0090	SU
82	Spectrogram 1	6	29886.008770723	29947.252120196	0.000	198.200	61.2433	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	186.0090	SU
83	Waveform 1	6	30136.191355313	30182.988599096	0.000	409.700	46.7972			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	436.1915	SU
83	Spectrogram 1	6	30136.191355313	30182.988599096	0.000	409.700	46.7972	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	436.1915	SU
84	Waveform 1	6	30426.433808276	30490.932618186	0.000	198.200	64.4988			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	726.4340	C
84	Spectrogram 1	6	30426.433808276	30490.932618186	0.000	198.200	64.4988	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	726.4340	C
85	Waveform 1	6	30290.518335028	30373.125643619	0.000	242.300	82.6073			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	590.5185	C
85	Spectrogram 1	6	30290.518335028	30373.125643619	0.000	242.300	82.6073	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_081500.aif	590.5185	C
86	Waveform 1	6	30880.593527506	30934.308624717	0.000	422.900	53.7151			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	280.5935	SU
86	Spectrogram 1	6	30880.593527506	30934.308624717	0.000	422.900	53.7151	136.719	19.531	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	280.5935	SU
87	Waveform 1	6	30987.006390543	31052.522531839	0.000	207.000	65.5161			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	387.0065	SU
87	Spectrogram 1	6	30987.006390543	31052.522531839	0.000	207.000	65.5161	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	387.0065	SU
88	Waveform 1	6	31050.284402788	31096.674714017	0.000	321.600	46.3903			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	450.2845	C
88	Spectrogram 1	6	31050.284402788	31096.674714017	0.000	321.600	46.3903	70.312	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	450.2845	C
89	Waveform 1	6	31110.632950641	31186.322405803	0.000	224.700	75.6895			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	510.6330	C
89	Spectrogram 1	6	31110.632950641	31186.322405803	0.000	224.700	75.6895	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	510.6330	C
90	Waveform 1	6	31234.136980972	31267.301984175	0.000	268.700	33.1650			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	634.1370	SU
90	Spectrogram 1	6	31234.136980972	31267.301984175	0.000	268.700	33.1650	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	634.1370	SU
91	Waveform 1	6	31353.978618312	31387.754020347	0.000	312.800	33.7754			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	753.9785	SU
91	Spectrogram 1	6	31353.978618312	31387.754020347	0.000	312.800	33.7754	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	753.9785	SU
92	Waveform 1	6	31455.508290693	31566.804344386	0.000	171.800	111.2961			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	855.5085	C
92	Spectrogram 1	6	31455.508290693	31566.804344386	0.000	171.800	111.2961	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_083000.aif	855.5085	C
93	Waveform 1	6	31503.729798417	31554.799834024	0.000	784.100	51.0700			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	3.7300	SU
93	Spectrogram 1	6	31503.729798417	31554.799834024	0.000	784.100	51.0700	148.438	62.500	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	3.7300	SU
94	Waveform 1	6	31632.849948003	31727.054834401	0.000	193.800	94.2049			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	132.8500	S
94	Spectrogram 1	6	31632.849948003	31727.054834401	0.000	193.800	94.2049	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	132.8500	S
95	Waveform 1	6	31821.463187076	31915.668073474	0.000	237.900	94.2049			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	321.4630	C
95	Spectrogram 1	6	31821.463187076	31915.668073474	0.000	237.900	94.2049	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	321.4630	C
96	Waveform 1	6	32006.799057338	32070.077069584	0.000	594.700	63.2780			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	506.7990	SU
96	Spectrogram 1	6	32006.799057338	32070.077069584	0.000	594.700	63.2780	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	506.7990	SU
97	Waveform 1	6	32177.041303316	32247.033702713	0.000	251.100	69.9924			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	677.0415	SD
97	Spectrogram 1	6	32177.041303316	32247.033702713	0.000	251.100	69.9924	74.219	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	677.0415	SD
98	Waveform 1	6	32253.659190090	32305.136158251	127.800	207.000	51.4770			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	753.6590	C
98	Spectrogram 1	6	32253.659190090	32305.136158251	127.800	207.000	51.4770	171.875	160.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_084500.aif	753.6590	C
99	Waveform 1	6	32549.100188018	32595.490499246	0.000	691.600	46.3903			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	149.1000	SU
99	Spectrogram 1	6	32549.100188018	32595.490499246	0.000	691.600	46.3903	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	149.1000	SU
100	Waveform 1	6	32660.192775433	32683.794863602	0.000	185.000	23.6021			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	260.1930	C
100	Spectrogram 1	6	32660.192775433	32683.794863602	0.000	185.000	23.6021	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	260.1930	C
101	Waveform 1	6	32704.751890166	32759.891251319	0.000	326.000	55.1394			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	304.7520	C
101	Spectrogram 1	6	32704.751890166	32759.891251319	0.000	326.000	55.1394	74.219	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	304.7520	C
102	Waveform 1	6	32768.056819200	32832.555629110	0.000	202.600	64.4988			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	368.0570	C
102	Spectrogram 1	6	32768.056819200	32832.555629110	0.000	202.600	64.4988	35.156	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	368.0570	C
