Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
70	Spectrogram 1	1	0.1	75.81	75.71000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_230000_83483s160ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_230000_83483s160ms_ch10.aif	NN	nan	raven	0.0
71	Spectrogram 1	1	0.1	64.46950000000001	64.36950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_230000_83663s040ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_230000_83663s040ms_ch10.aif	NN	nan	raven	0.0
72	Spectrogram 1	1	0.1	96.78	96.68	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_234500_85821s555ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_234500_85821s555ms_ch10.aif	NN	nan	raven	0.0
73	Spectrogram 1	1	0.1	72.66000000000001	72.56000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_234500_86006s220ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_234500_86006s220ms_ch10.aif	NN	nan	raven	0.0
74	Spectrogram 1	1	0.1	100.9195	100.8195	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_234500_86313s480ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_234500_86313s480ms_ch10.aif	NN	nan	raven	0.0
75	Spectrogram 1	1	0.1	72.4345	72.3345	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_030000_11097s870ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_030000_11097s870ms_ch10.aif	NN	nan	raven	0.0
76	Spectrogram 1	1	0.1	66.31500000000001	66.21500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_053000_20640s135ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_053000_20640s135ms_ch10.aif	NN	nan	raven	0.0
77	Spectrogram 1	1	0.1	55.83	55.73	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_064500_24979s485ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_064500_24979s485ms_ch10.aif	NN	nan	raven	0.0
78	Spectrogram 1	1	0.1	56.7295	56.6295	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_074500_28219s440ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_074500_28219s440ms_ch10.aif	NN	nan	raven	0.0
79	Spectrogram 1	1	0.1	54.119499999999995	54.019499999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_080000_29667s675ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_080000_29667s675ms_ch10.aif	NN	nan	raven	0.0
80	Spectrogram 1	1	0.1	50.565	50.464999999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_090000_32545s470ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_090000_32545s470ms_ch10.aif	NN	nan	raven	0.0
81	Spectrogram 1	1	0.1	54.0745	53.9745	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_093000_34399s470ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_093000_34399s470ms_ch10.aif	NN	nan	raven	0.0
82	Spectrogram 1	1	0.1	58.8445	58.744499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_093000_34529s010ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_093000_34529s010ms_ch10.aif	NN	nan	raven	0.0
83	Spectrogram 1	1	0.1	106.09450000000001	105.99450000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_100000_36634s920ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_100000_36634s920ms_ch10.aif	NN	nan	raven	0.0
84	Spectrogram 1	1	0.1	50.16	50.059999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_101500_36948s585ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_101500_36948s585ms_ch10.aif	NN	nan	raven	0.0
85	Spectrogram 1	1	0.1	65.37	65.27000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_101500_37159s065ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_101500_37159s065ms_ch10.aif	NN	nan	raven	0.0
86	Spectrogram 1	1	0.1	52.567499999999995	52.467499999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_101500_37583s872ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_101500_37583s872ms_ch10.aif	NN	nan	raven	0.0
87	Spectrogram 1	1	0.1	54.885	54.785	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_101500_37660s665ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_101500_37660s665ms_ch10.aif	NN	nan	raven	0.0
88	Spectrogram 1	1	0.1	65.86500000000001	65.76500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_103000_38367s435ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_103000_38367s435ms_ch10.aif	NN	nan	raven	0.0
89	Spectrogram 1	1	0.1	48.449999999999996	48.349999999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_113000_41558s205ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_113000_41558s205ms_ch10.aif	NN	nan	raven	0.0
90	Spectrogram 1	1	0.1	70.49950000000001	70.39950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_113000_41710s560ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_113000_41710s560ms_ch10.aif	NN	nan	raven	0.0
91	Spectrogram 1	1	0.1	69.28500000000001	69.18500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_140000_50908s620ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_140000_50908s620ms_ch10.aif	NN	nan	raven	0.0
92	Spectrogram 1	1	0.1	67.9795	67.87950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_141500_52169s595ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_141500_52169s595ms_ch10.aif	NN	nan	raven	0.0
93	Spectrogram 1	1	0.1	52.2525	52.152499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_144500_53640s112ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_144500_53640s112ms_ch10.aif	NN	nan	raven	0.0
94	Spectrogram 1	1	0.1	48.089999999999996	47.989999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_150000_54528s780ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_150000_54528s780ms_ch10.aif	NN	nan	raven	0.0
95	Spectrogram 1	1	0.1	50.339999999999996	50.239999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_153000_56335s440ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_153000_56335s440ms_ch10.aif	NN	nan	raven	0.0
96	Spectrogram 1	1	0.1	50.519999999999996	50.419999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_154500_57240s135ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_154500_57240s135ms_ch10.aif	NN	nan	raven	0.0
97	Spectrogram 1	1	0.1	61.589999999999996	61.489999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_160000_57775s170ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_160000_57775s170ms_ch10.aif	NN	nan	raven	0.0
98	Spectrogram 1	1	0.1	114.9595	114.85950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_170000_61723s470ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_170000_61723s470ms_ch10.aif	NN	nan	raven	0.0
99	Spectrogram 1	1	0.1	82.8075	82.70750000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_170000_62069s070ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_170000_62069s070ms_ch10.aif	NN	nan	raven	0.0
100	Spectrogram 1	1	0.1	50.8795	50.7795	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_194500_71836s815ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_194500_71836s815ms_ch10.aif	NN	nan	raven	0.0
101	Spectrogram 1	1	0.1	92.82000000000001	92.72000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091222_223000_81892s920ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091222_223000_81892s920ms_ch10.aif	NN	nan	raven	0.0
102	Spectrogram 1	1	0.1	112.9345	112.8345	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_061500_23060s835ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_061500_23060s835ms_ch10.aif	NN	nan	raven	0.0
103	Spectrogram 1	1	0.1	61.635	61.535	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_070000_25591s545ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_070000_25591s545ms_ch10.aif	NN	nan	raven	0.0
104	Spectrogram 1	1	0.1	60.42	60.32	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_074500_28647s210ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_074500_28647s210ms_ch10.aif	NN	nan	raven	0.0
105	Spectrogram 1	1	0.1	48.315	48.214999999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_080000_28829s340ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_080000_28829s340ms_ch10.aif	NN	nan	raven	0.0
106	Spectrogram 1	1	0.1	60.9145	60.814499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_080000_29359s425ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_080000_29359s425ms_ch10.aif	NN	nan	raven	0.0
107	Spectrogram 1	1	0.1	69.01450000000001	68.91450000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_081500_30436s725ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_081500_30436s725ms_ch10.aif	NN	nan	raven	0.0
108	Spectrogram 1	1	0.1	60.824999999999996	60.724999999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_084500_32246s625ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_084500_32246s625ms_ch10.aif	NN	nan	raven	0.0
109	Spectrogram 1	1	0.1	86.7895	86.68950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_090000_32426s280ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_090000_32426s280ms_ch10.aif	NN	nan	raven	0.0
110	Spectrogram 1	1	0.1	66.09	65.99000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_090000_32965s725ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_090000_32965s725ms_ch10.aif	NN	nan	raven	0.0
111	Spectrogram 1	1	0.1	50.6095	50.509499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_091500_33687s165ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_091500_33687s165ms_ch10.aif	NN	nan	raven	0.0
112	Spectrogram 1	1	0.1	53.9845	53.884499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_091500_34054s860ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_091500_34054s860ms_ch10.aif	NN	nan	raven	0.0
113	Spectrogram 1	1	0.1	71.89500000000001	71.79500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_093000_34396s545ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_093000_34396s545ms_ch10.aif	NN	nan	raven	0.0
114	Spectrogram 1	1	0.1	59.385	59.285	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_094500_35674s785ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_094500_35674s785ms_ch10.aif	NN	nan	raven	0.0
115	Spectrogram 1	1	0.1	75.4945	75.39450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_101500_36909s165ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_101500_36909s165ms_ch10.aif	NN	nan	raven	0.0
116	Spectrogram 1	1	0.1	43.4995	43.399499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_111500_40791s825ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_111500_40791s825ms_ch10.aif	NN	nan	raven	0.0
117	Spectrogram 1	1	0.1	47.0995	46.9995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_111500_40903s365ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_111500_40903s365ms_ch10.aif	NN	nan	raven	0.0
118	Spectrogram 1	1	0.1	50.699999999999996	50.599999999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_111500_40985s160ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_111500_40985s160ms_ch10.aif	NN	nan	raven	0.0
119	Spectrogram 1	1	0.1	70.9045	70.8045	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_111500_41083s920ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_111500_41083s920ms_ch10.aif	NN	nan	raven	0.0
120	Spectrogram 1	1	0.1	43.7695	43.6695	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_113000_41543s400ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_113000_41543s400ms_ch10.aif	NN	nan	raven	0.0
121	Spectrogram 1	1	0.1	48.405	48.305	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_114500_42360s495ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_114500_42360s495ms_ch10.aif	NN	nan	raven	0.0
122	Spectrogram 1	1	0.1	43.6795	43.579499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_121500_44231s505ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_121500_44231s505ms_ch10.aif	NN	nan	raven	0.0
123	Spectrogram 1	1	0.1	54.525	54.425	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_123000_45260s880ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_123000_45260s880ms_ch10.aif	NN	nan	raven	0.0
124	Spectrogram 1	1	0.1	53.129999999999995	53.029999999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_123000_45383s355ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_123000_45383s355ms_ch10.aif	NN	nan	raven	0.0
125	Spectrogram 1	1	0.1	66.09	65.99000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_140000_50449s230ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_140000_50449s230ms_ch10.aif	NN	nan	raven	0.0
126	Spectrogram 1	1	0.1	49.6645	49.564499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_140000_51000s450ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_140000_51000s450ms_ch10.aif	NN	nan	raven	0.0
127	Spectrogram 1	1	0.1	56.8195	56.7195	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_144500_53880s090ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_144500_53880s090ms_ch10.aif	NN	nan	raven	0.0
128	Spectrogram 1	1	0.1	42.15	42.05	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_153000_56410s890ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_153000_56410s890ms_ch10.aif	NN	nan	raven	0.0
129	Spectrogram 1	1	0.1	43.3195	43.2195	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_161500_58752s450ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_161500_58752s450ms_ch10.aif	NN	nan	raven	0.0
130	Spectrogram 1	1	0.1	51.6445	51.5445	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_163000_59464s485ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_163000_59464s485ms_ch10.aif	NN	nan	raven	0.0
131	Spectrogram 1	1	0.1	62.8045	62.704499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_164500_61080s360ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_164500_61080s360ms_ch10.aif	NN	nan	raven	0.0
132	Spectrogram 1	1	0.1	49.9345	49.8345	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_173000_63227s280ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_173000_63227s280ms_ch10.aif	NN	nan	raven	0.0
133	Spectrogram 1	1	0.1	48.089999999999996	47.989999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091226_210000_75869s610ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091226_210000_75869s610ms_ch10.aif	NN	nan	raven	0.0
134	Spectrogram 1	1	0.1	52.815	52.714999999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20100114_003000_2024s715ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20100114_003000_2024s715ms_ch10.aif	NN	nan	raven	0.0
135	Spectrogram 1	1	0.1	53.0395	52.939499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20100114_030000_11215s080ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20100114_030000_11215s080ms_ch10.aif	NN	nan	raven	0.0
136	Spectrogram 1	1	0.1	62.4	62.3	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20100114_064500_24897s240ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20100114_064500_24897s240ms_ch10.aif	NN	nan	raven	0.0
137	Spectrogram 1	1	0.1	59.5195	59.4195	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20100114_071500_26530s080ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20100114_071500_26530s080ms_ch10.aif	NN	nan	raven	0.0
138	Spectrogram 1	1	0.1	62.49	62.39	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20100114_080000_29411s520ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20100114_080000_29411s520ms_ch10.aif	NN	nan	raven	0.0
