Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
186	Spectrogram 1	1	0.1	73.93950000000001	73.83950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_100000_36777s165ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_100000_36777s165ms_ch10.aif	NN	nan	raven	0.0
187	Spectrogram 1	1	0.1	75.6945	75.59450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_36906s435ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_36906s435ms_ch10.aif	NN	nan	raven	0.0
188	Spectrogram 1	1	0.1	80.7795	80.6795	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_36984s825ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_36984s825ms_ch10.aif	NN	nan	raven	0.0
189	Spectrogram 1	1	0.1	76.3695	76.26950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37176s525ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37176s525ms_ch10.aif	NN	nan	raven	0.0
190	Spectrogram 1	1	0.1	71.28450000000001	71.18450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37323s165ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37323s165ms_ch10.aif	NN	nan	raven	0.0
191	Spectrogram 1	1	0.1	94.86500000000001	94.76500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37427s925ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37427s925ms_ch10.aif	NN	nan	raven	0.0
192	Spectrogram 1	1	0.1	95.4495	95.3495	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37526s775ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37526s775ms_ch10.aif	NN	nan	raven	0.0
193	Spectrogram 1	1	0.1	76.91000000000001	76.81000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37566s285ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37566s285ms_ch10.aif	NN	nan	raven	0.0
194	Spectrogram 1	1	0.1	67.55000000000001	67.45000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37630s590ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37630s590ms_ch10.aif	NN	nan	raven	0.0
195	Spectrogram 1	1	0.1	73.85000000000001	73.75000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_101500_37687s965ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_101500_37687s965ms_ch10.aif	NN	nan	raven	0.0
196	Spectrogram 1	1	0.1	70.83500000000001	70.73500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_37802s565ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_37802s565ms_ch10.aif	NN	nan	raven	0.0
197	Spectrogram 1	1	0.1	75.2895	75.18950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_37855s935ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_37855s935ms_ch10.aif	NN	nan	raven	0.0
198	Spectrogram 1	1	0.1	82.08500000000001	81.98500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_38007s495ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_38007s495ms_ch10.aif	NN	nan	raven	0.0
199	Spectrogram 1	1	0.1	72.995	72.89500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_38084s310ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_38084s310ms_ch10.aif	NN	nan	raven	0.0
200	Spectrogram 1	1	0.1	72.635	72.53500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_38127s585ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_38127s585ms_ch10.aif	NN	nan	raven	0.0
201	Spectrogram 1	1	0.1	206.10500000000002	206.00500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_38317s800ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_38317s800ms_ch10.aif	NN	nan	raven	0.0
202	Spectrogram 1	1	0.1	70.88000000000001	70.78000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_103000_38604s660ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_103000_38604s660ms_ch10.aif	NN	nan	raven	0.0
203	Spectrogram 1	1	0.1	316.62449999999995	316.52449999999993	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_104500_38936s610ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_104500_38936s610ms_ch10.aif	NN	nan	raven	0.0
204	Spectrogram 1	1	0.1	204.98000000000002	204.88000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_104500_39135s495ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_104500_39135s495ms_ch10.aif	NN	nan	raven	0.0
205	Spectrogram 1	1	0.1	322.955	322.85499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_104500_39441s840ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_104500_39441s840ms_ch10.aif	NN	nan	raven	0.0
206	Spectrogram 1	1	0.1	120.2895	120.18950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_39667s545ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_39667s545ms_ch10.aif	NN	nan	raven	0.0
207	Spectrogram 1	1	0.1	79.8345	79.73450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_39717s630ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_39717s630ms_ch10.aif	NN	nan	raven	0.0
208	Spectrogram 1	1	0.1	69.1695	69.0695	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_39791s025ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_39791s025ms_ch10.aif	NN	nan	raven	0.0
209	Spectrogram 1	1	0.1	106.385	106.28500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_39938s295ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_39938s295ms_ch10.aif	NN	nan	raven	0.0
210	Spectrogram 1	1	0.1	73.0395	72.93950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_40028s565ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_40028s565ms_ch10.aif	NN	nan	raven	0.0
211	Spectrogram 1	1	0.1	75.78450000000001	75.68450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_40131s930ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_40131s930ms_ch10.aif	NN	nan	raven	0.0
212	Spectrogram 1	1	0.1	142.8795	142.7795	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_40345s035ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_40345s035ms_ch10.aif	NN	nan	raven	0.0
213	Spectrogram 1	1	0.1	93.38000000000001	93.28000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_110000_40413s840ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_110000_40413s840ms_ch10.aif	NN	nan	raven	0.0
214	Spectrogram 1	1	0.1	191.48000000000002	191.38000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_111500_40616s685ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_111500_40616s685ms_ch10.aif	NN	nan	raven	0.0
215	Spectrogram 1	1	0.1	127.7145	127.6145	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_111500_40786s875ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_111500_40786s875ms_ch10.aif	NN	nan	raven	0.0
216	Spectrogram 1	1	0.1	105.53	105.43	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_111500_41054s880ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_111500_41054s880ms_ch10.aif	NN	nan	raven	0.0
217	Spectrogram 1	1	0.1	87.53	87.43	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_111500_41198s955ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_111500_41198s955ms_ch10.aif	NN	nan	raven	0.0
218	Spectrogram 1	1	0.1	72.36500000000001	72.26500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_113000_41782s080ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_113000_41782s080ms_ch10.aif	NN	nan	raven	0.0
219	Spectrogram 1	1	0.1	66.65	66.55000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_114500_42316s470ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_114500_42316s470ms_ch10.aif	NN	nan	raven	0.0
220	Spectrogram 1	1	0.1	67.37	67.27000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_114500_42926s460ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_114500_42926s460ms_ch10.aif	NN	nan	raven	0.0
221	Spectrogram 1	1	0.1	106.60950000000001	106.50950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_114500_43124s640ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_114500_43124s640ms_ch10.aif	NN	nan	raven	0.0
222	Spectrogram 1	1	0.1	127.265	127.165	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_120000_43645s800ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_120000_43645s800ms_ch10.aif	NN	nan	raven	0.0
223	Spectrogram 1	1	0.1	69.44000000000001	69.34000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_120000_43756s365ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_120000_43756s365ms_ch10.aif	NN	nan	raven	0.0
224	Spectrogram 1	1	0.1	74.795	74.69500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_120000_43899s090ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_120000_43899s090ms_ch10.aif	NN	nan	raven	0.0
225	Spectrogram 1	1	0.1	77.742	77.64200000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_120000_43944s832ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_120000_43944s832ms_ch10.aif	NN	nan	raven	0.0
226	Spectrogram 1	1	0.1	71.5545	71.45450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_121500_44241s300ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_121500_44241s300ms_ch10.aif	NN	nan	raven	0.0
227	Spectrogram 1	1	0.1	66.1545	66.0545	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_121500_44479s155ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_121500_44479s155ms_ch10.aif	NN	nan	raven	0.0
228	Spectrogram 1	1	0.1	67.775	67.67500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_121500_44839s680ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_121500_44839s680ms_ch10.aif	NN	nan	raven	0.0
229	Spectrogram 1	1	0.1	69.6195	69.51950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_123000_45012s915ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_123000_45012s915ms_ch10.aif	NN	nan	raven	0.0
230	Spectrogram 1	1	0.1	70.47500000000001	70.37500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_130000_46927s620ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_130000_46927s620ms_ch10.aif	NN	nan	raven	0.0
231	Spectrogram 1	1	0.1	66.37950000000001	66.27950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_130000_47002s500ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_130000_47002s500ms_ch10.aif	NN	nan	raven	0.0
232	Spectrogram 1	1	0.1	74.61500000000001	74.51500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_130000_47064s330ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_130000_47064s330ms_ch10.aif	NN	nan	raven	0.0
233	Spectrogram 1	1	0.1	68.135	68.03500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_130000_47362s890ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_130000_47362s890ms_ch10.aif	NN	nan	raven	0.0
234	Spectrogram 1	1	0.1	66.83000000000001	66.73000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_130000_47542s425ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_130000_47542s425ms_ch10.aif	NN	nan	raven	0.0
235	Spectrogram 1	1	0.1	71.5545	71.45450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_131500_48083s790ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_131500_48083s790ms_ch10.aif	NN	nan	raven	0.0
236	Spectrogram 1	1	0.1	69.08000000000001	68.98000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_131500_48264s060ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_131500_48264s060ms_ch10.aif	NN	nan	raven	0.0
237	Spectrogram 1	1	0.1	67.37	67.27000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_133000_49165s140ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_133000_49165s140ms_ch10.aif	NN	nan	raven	0.0
238	Spectrogram 1	1	0.1	73.53500000000001	73.43500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_134500_49546s935ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_134500_49546s935ms_ch10.aif	NN	nan	raven	0.0
239	Spectrogram 1	1	0.1	93.965	93.86500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_134500_49813s680ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_134500_49813s680ms_ch10.aif	NN	nan	raven	0.0
240	Spectrogram 1	1	0.1	107.57700000000001	107.47700000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_134500_49993s140ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_134500_49993s140ms_ch10.aif	NN	nan	raven	0.0
241	Spectrogram 1	1	0.1	67.99950000000001	67.89950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_134500_50066s355ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_134500_50066s355ms_ch10.aif	NN	nan	raven	0.0
242	Spectrogram 1	1	0.1	65.74950000000001	65.64950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_140000_50426s730ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_140000_50426s730ms_ch10.aif	NN	nan	raven	0.0
243	Spectrogram 1	1	0.1	81.95	81.85000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_140000_50734s020ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_140000_50734s020ms_ch10.aif	NN	nan	raven	0.0
244	Spectrogram 1	1	0.1	69.80000000000001	69.70000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_140000_51147s690ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_140000_51147s690ms_ch10.aif	NN	nan	raven	0.0
245	Spectrogram 1	1	0.1	108.81500000000001	108.71500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_140000_51208s215ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_140000_51208s215ms_ch10.aif	NN	nan	raven	0.0
246	Spectrogram 1	1	0.1	66.87450000000001	66.77450000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_141500_51327s945ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_141500_51327s945ms_ch10.aif	NN	nan	raven	0.0
247	Spectrogram 1	1	0.1	105.03500000000001	104.93500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_141500_51492s420ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_141500_51492s420ms_ch10.aif	NN	nan	raven	0.0
248	Spectrogram 1	1	0.1	67.0545	66.95450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_141500_51688s380ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_141500_51688s380ms_ch10.aif	NN	nan	raven	0.0
249	Spectrogram 1	1	0.1	71.2395	71.13950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_143000_52434s180ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_143000_52434s180ms_ch10.aif	NN	nan	raven	0.0
250	Spectrogram 1	1	0.1	67.99950000000001	67.89950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_143000_52949s445ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_143000_52949s445ms_ch10.aif	NN	nan	raven	0.0
251	Spectrogram 1	1	0.1	68.45	68.35000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_144500_53310s420ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_144500_53310s420ms_ch10.aif	NN	nan	raven	0.0
252	Spectrogram 1	1	0.1	107.9145	107.81450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_144500_53851s110ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_144500_53851s110ms_ch10.aif	NN	nan	raven	0.0
253	Spectrogram 1	1	0.1	74.0295	73.9295	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_144500_53955s915ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_144500_53955s915ms_ch10.aif	NN	nan	raven	0.0
254	Spectrogram 1	1	0.1	70.025	69.92500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_150000_54028s890ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_150000_54028s890ms_ch10.aif	NN	nan	raven	0.0
